"year_month","region","climate","epoch","antigen_drift","inter_air_traffic","persistence"
"2023-09","Russia","most-other","post",0.175717206712971,0.786912777114094,0.146870670149176
"2023-10","Russia","most-other","post",0.145826283724652,0.670096761303255,0.193672735479446
"2023-11","Russia","most-other","post",0.14202264410889,0.560296932321941,0.255348820158467
"2023-12","Russia","most-other","post",0.134519249576228,0.591426661301647,0.317927743474248
"2017-01","South America","most-other","pre",0.14891536405823,0.87722944867811,0.273774888896218
"2017-02","South America","most-other","pre",0.159407736879703,0.726798400565724,0.294117275254451
"2017-03","South America","most-other","pre",0.165028016391072,0.811322062936761,0.314397504186992
"2017-04","South America","most-other","pre",0.171633668551405,0.786471327179747,0.32203284338559
"2017-05","South America","most-other","pre",0.176520145809556,0.822174069272407,0.322401612042571
"2017-06","South America","most-other","pre",0.188197572186674,0.789805704955544,0.290419676777459
"2017-07","South America","most-other","pre",0.20519667260564,0.863766604479221,0.274890765465773
"2017-08","South America","most-other","pre",0.226352946586746,0.852551534611769,0.275481152298229
"2017-09","South America","most-other","pre",0.248336547086842,0.825499305781133,0.313982743128833
"2017-10","South America","most-other","pre",0.257015931068834,0.843155001969109,0.337064708189444
"2017-11","South America","most-other","pre",0.248693684612084,0.82376028033219,0.349322332527123
"2017-12","South America","most-other","pre",0.230467849196234,0.874745956139166,0.347536072266207
"2018-01","South America","most-other","pre",0.215021715067716,0.896905939811368,0.356986235933624
"2018-02","South America","most-other","pre",0.201444409463886,0.782443420443668,0.377561313694242
"2018-03","South America","most-other","pre",0.198354674732064,0.850166238828538,0.398263645829872
"2018-04","South America","most-other","pre",0.187994750679665,0.809435052447301,0.41335638439102
"2018-05","South America","most-other","pre",0.185005783723939,0.851008615213023,0.422740257605431
"2018-06","South America","most-other","pre",0.183963868937612,0.821807096267891,0.446681559784025
"2018-07","South America","most-other","pre",0.182778732973766,0.93944376252253,0.480162900253282
"2018-08","South America","most-other","pre",0.186225191734671,0.88801050958252,0.503225383180738
"2018-09","South America","most-other","pre",0.187738151027137,0.850118060326613,0.503619805145972
"2018-10","South America","most-other","pre",0.201980485294778,0.895894593716672,0.482098801942247
"2018-11","South America","most-other","pre",0.19597076068535,0.877744924153355,0.445963015055395
"2018-12","South America","most-other","pre",0.179955303044293,0.963213241614037,0.40845051721793
"2019-01","South America","most-other","pre",0.171710399251609,0.98958194513515,0.386126043600104
"2019-02","South America","most-other","pre",0.175952893170832,0.852762761122594,0.317401079734926
"2019-03","South America","most-other","pre",0.191579546110351,0.902792168406286,0.270394256839687
"2019-04","South America","most-other","pre",0.208133723902514,0.848503103143963,0.224564591248893
"2019-05","South America","most-other","pre",0.226679131824069,0.867522342923998,0.247402152320033
"2019-06","South America","most-other","pre",0.25665160574113,0.851182356779629,0.258371649068537
"2019-07","South America","most-other","pre",0.267706767018129,0.95613232415278,0.275429782444009
"2019-08","South America","most-other","pre",0.267556862979738,0.922764802097317,0.306835664465137
"2019-09","South America","most-other","pre",0.265954830827244,0.895973473077819,0.350817575367228
"2019-10","South America","most-other","pre",0.270990312726274,0.921046128903364,0.380764673711836
"2019-11","South America","most-other","pre",0.286602922245273,0.893149741428625,0.398525208377273
"2019-12","South America","most-other","pre",0.265287171462454,0.964453119385523,0.406834081057576
"2020-01","South America","most-other","pre",0.255255954254611,1,0.439338176895881
"2020-02","South America","most-other","pre",0.245453884230448,0.861771738536765,0.599892598153446
"2020-03","South America","most-other","pre",0.271296053671946,0.642515630704309,0.459841661739935
"2020-04","South America","most-other","pan1",0.301749873464511,0.0608821035262869,0.296848012319579
"2020-05","South America","most-other","pan1",0.347580051311167,0.0568547717126653,1.85037170770859e-17
"2020-06","South America","most-other","pan1",0.393410229157824,0.0608401341869015,1.85037170770859e-17
"2020-07","South America","most-other","pan1",0.419154512581609,0.118490828549499,1.85037170770859e-17
"2020-08","South America","most-other","pan1",0.424812901582522,0.14444737016095,1.85037170770859e-17
"2020-09","South America","most-other","pan1",0.410385396160564,0.197646899874379,1.85037170770859e-17
"2020-10","South America","most-other","pan1",0.395957890738605,0.289165528799303,1.85037170770859e-17
"2020-11","South America","most-other","pan1",0.381530385316647,0.324219930836828,1.85037170770859e-17
"2020-12","South America","most-other","pan1",0.370909695150734,0.422708459696498,1.85037170770859e-17
"2021-01","South America","most-other","pan1",0.360035007989213,0.50136216377816,1.85037170770859e-17
"2021-02","South America","most-other","pan1",0.348906323832085,0.394510065454922,1.85037170770859e-17
"2021-03","South America","most-other","pan1",0.333716827423304,0.357233875581031,1.85037170770859e-17
"2021-04","South America","most-other","pan2",0.318527331014523,0.297580898776278,1.85037170770859e-17
"2021-05","South America","most-other","pan2",0.303337834605742,0.344860221977561,1.85037170770859e-17
"2021-06","South America","most-other","pan2",0.288148338196961,0.428496434043458,1.85037170770859e-17
